,OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,CRASH_MONTH_YEAR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,AREA_CODE,CRASH_DATE,CRASH_SEVERITY_CD,CRASH_TYPE_CD,DAY_IN_WEEK_CD,DISTRACTED_DRIVER_IND,FACILITY_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,FREEWAY_IND,FUNCTIONAL_CLASS_CD,HOUR_OF_CRASH,INCAPAC_INJURIES_NBR,INTERCHANGE_ID,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERSTATE_IND,INV_LOG_NBR,INV_NLFID,IS_COMMERCIAL_RELATED,LIGHT_COND_PRIMARY_CD,LOCAL_REPORT_NUMBER_ID,MAINTENANCE_AUTHORITY_CD,MONTH_OF_CRASH,NHS_CD,NO_INJURY_REPORTED_NBR,NON_INCAPAC_INJURIES_NBR,NUMBER_OF_UNITS_NBR,ODOT_CITY_VILLAGE_TWP_NME,ODOT_CRASH_LOCATION_CD,ODOT_DIR_FROM_REF_CD,ODOT_DIV_UNDIV_IND,ODOT_INTERSECTION_REL_IND,ODOT_LANES_NBR,ODOT_MAINTAINED_HWY_IND,ODOT_MILES_FROM_REF_NBR,ODOT_REF_ROUTE_PREFIX_CD,ODOT_YOUNG_DRIVER_IND,ODPS_ADDRESS_REFERENCE,ODPS_ALCOHOL_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_DRUG_IND,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_LOC_ROAD_DIRECTION_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_MILEPOST_REFERENCE,ODPS_MOTORCYCLE_IND,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_POINT_USED_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_REF_SUFFIX_CD,ODPS_SCHOOL_ZONE_IND,ODPS_SENIOR_DRIVER_IND,ODPS_SPEED_IND,ODPS_TOTAL_FATALITIES_NBR,ODPS_TYPE_OF_WORK_ZONE_CD,ODPS_WORK_ZONE_IND,OPER_ACCESS_CONTROL_CD,POSSIBLE_INJURIES_NBR,ROAD_COND_PRIMARY_CD,ROAD_CONTOUR_CD,SA_RAMP_ID,SA_SEGMENT_ID,SECONDARY_CRASH,STATE_TRUE_LOG_NBR,U1_AGE_NBR,U1_AT_FAULT_IND,U1_CONT_CIR_PRIMARY_CD,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_DISTRACTED_BY_1_CD,U1_GENDER_CD,U1_IS_ALCOHOL_SUSPECTED,U1_IS_MARIJUANA_SUSPECTED,U1_IS_OTHER_DRUG_SUSPECTED,U1_NON_MOTORIST_LOC_CD,U1_NUMBER_OF_THRU_LANES,U1_OBJECT_STRUCK,U1_ODPS_UNIT_NBR,U1_OPERATINGIN_AUTONOMOUS_MODE,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_SPECIAL_FUNCTION_CD,U1_TRAFFIC_CONTROL_CD,U1_TURN_CD,U1_TYPE_OF_UNIT_CD,U1_UNIT_SPEED_NBR,U2_AGE_NBR,U2_CONT_CIR_PRIMARY_CD,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_DISTRACTED_BY_1_CD,U2_GENDER_CD,U2_NON_MOTORIST_LOC_CD,U2_ODPS_UNIT_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_SPECIAL_FUNCTION_CD,U2_TRAFFIC_CONTROL_CD,U2_TURN_CD,U2_TYPE_OF_UNIT_CD,U2_UNIT_SPEED_NBR,U3_CONT_CIR_PRIMARY_CD,U3_ODPS_UNIT_NBR,U3_PRECRASH_ACTION_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,U3_SPECIAL_FUNCTION_CD,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,UNRESTRAIN_OCCUPANTS,WEATHER_COND_CD,V1,Filter,fileNames,Narrative,clean_Narrative
1217,213087270,20213087270,https://hsip.dot.state.oh.us/api/report/20213087270,2021,5/1/2021 0:00,12,SLAKUS00020**C,S,LAK,11.232,41.677074,-81.309731,49056,17668.0,5/21/2021 0:00,Property damage only,Pedalcycles,6,N,Two-way roadway,N,N,Other principal arterial roads,9,0,,,,N,11.232,SLAKUS00020**C,N,Daylight,2021-00016217,4,5,N,2,0,2,MENTOR,Four-way intersection,S,N,Y,2.0,N,0.028,,Y,9215,N,MENTOR,N,,,,MENTOR,AVE,20,US,,,N,,,9215TH,3,,,,,N,Y,N,0,,N,3.0,0,Dry,Straight level,,262544.0,N,213.747,79,Y,Improper turn,East,North,,M,N,N,N,Data not valid or not provided,1,Nothing struck,1,0,35,Making righturn,Pedalcycle,,,,,,None,Signal,Right turn,Sport utility vehicle,5,25.0,1,4.0,3.0,1.0,M,1.0,2,35.0,99.0,20,,,,,,1.0,2.0,NT,26,8.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213087270,"unit 01 was traveling westbound on us 20 (mentor ave) and made a right turn in to the driveway of 9215 mentor ave with a green light. unit 02, a bicycle, was traveling eastbound on the north side of the road in the marked crosswalk that intersects the driveway of 9215 us 20 (mentor ave) with a walk signal from the crosswalk signal. the front right side of unit 01 struck the rear of unit 02 due to an improper turn in the intersection.", mentor mark intersect walk improper 
1219,213140974,20213140974,https://hsip.dot.state.oh.us/api/report/20213140974,2021,8/1/2021 0:00,12,,M,LAK,,41.629409,-81.429565,85484,,8/4/2021 0:00,Minor injury suspected,Pedalcycles,4,N,Two-way roadway,N,N,,13,0,,,,N,,,N,Daylight,2123940,80,8,,1,1,2,WILLOUGHBY,Driveway/alley access,,N,N,2.0,N,0.0,,N,36195,N,WILLOUGHBY,N,,,,,,20,,,,N,,,,3,,,,,N,N,N,0,,N,,0,Dry,Straight level,,,N,,52,Y,Failure to yield,East,West,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,0,Straight ahead,Pedalcycle,,,,,,None,No control,No turn,Sport utility vehicle,2,29.0,1,1.0,2.0,1.0,M,8.0,2,,1.0,20,,,,,,,6.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213140974,"unit 1 was exiting the target parking lot (36195 euclid ave.) onto beidler rd., via the drive across from 4756 beidler rd. unit 2 (mens roland packsaddle comp serial # hbek002007) was traveling south on the sidewalk, located on the east side of the roadway. unit 1 failed to come to a complete stop and failed to yield to unit 2. the front of unit 1 struck the left side of unit 2. the driver of unit 2 was ejected.", target beidler beidler locate complete eject 
1220,213124695,20213124695,https://hsip.dot.state.oh.us/api/report/20213124695,2021,7/1/2021 0:00,7,MMIAMR00340**C,M,MIA,2.122,40.153845,-84.244729,62848,99759.0,7/4/2021 0:00,Minor injury suspected,Pedalcycles,1,N,,N,N,Local roads,11,0,,1a62eb8d-b1eb-443c-84a6-020fcff87c34,670718c3-3536-4c5f-b425-54be674e2424,N,2.122,MMIAMR00340**C,N,Daylight,21PI10201,4,7,,3,1,2,PIQUA,Not an intersection,W,N,N,2.0,N,0.004,,N,415,N,PIQUA,N,,,,PARK,AVE,,,,,N,,,415TH,3,,,,,N,N,N,0,,N,,0,Dry,Straight level,,88132.0,N,2.122,52,Y,Operating deffective equipment,South,North,,M,N,N,N,Intersection ? other,2,Nothing struck,1,2,15,Entering traffic lane,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,10,50.0,1,4.0,3.0,1.0,M,,2,25.0,1.0,15,,,,,,1.0,6.0,NT,3,25.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213124695,"unit #1 was a black freedom 12 speed bicycle with the serial number 82405084 and the rider was traveling north in the alley beside 415 park ave. unit #2 was traveling eastbound in the 400 block of park ave. the bicyclist stated his brakes did not work on his bicycle and he went out from the alley onto park ave., and was struck by unit #2. he was ejected from the bicycle and had minor injuries. the driver of unit #2 stated he was traveling eastbound and the bicycle came out of the alley directly in front of him and he struck the bicyclist.the witness advised she saw the bicyclist (unit #1) come out of the alley into the roadway without stopping for traffic and the bicyclist was struck by unit #2. she advised unit#2 was not able to avoid striking unit #1.no citation was issued to unit #1 due to the driver and owner of unit #2 not wanting charges pursued.", freedom serial brake go eject came directly the advise see advise able avoid no issue owner wanting charge pursue 
1221,213137804,20213137804,https://hsip.dot.state.oh.us/api/report/20213137804,2021,7/1/2021 0:00,12,SCUYSR00017**C,S,CUY,20.034,41.416974,-81.534903,47306,17668.0,7/7/2021 0:00,Serious injury suspected,Pedalcycles,4,N,Two-way roadway,N,N,Minor arterial roads,14,1,,d6f2a6ca-e204-41b3-a718-9b38a1752526,d88e34b3-7f08-4e8a-9117-4f696ec061c6,N,20.034,SCUYSR00017**C,N,Daylight,2110125484,4,7,,1,0,2,MAPLE HEIGHTS,Not an intersection,N,N,N,4.0,N,0.019,,N,20550,N,MAPLE HEIGHTS,N,,,,LIBBY,RD,,,,,N,,,20550TH,3,,,,,N,N,N,0,,N,3.0,0,Dry,Straight level,,182809.0,N,20.034,9,Y,Failure to yield,South,North,,M,N,N,N,Intersection ? unmarked crosswalk,4,Nothing struck,2,2,35,Straight ahead,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,0,54.0,1,4.0,3.0,1.0,F,,1,35.0,1.0,99,,,,,,1.0,6.0,NT,3,20.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213137804,unit 1 was traveling eastbound on libby rd. near the area of 20550 libby rd. unit 2 (bicycle) was traveling northbound through the parking lot of 20550 libby rd. and entered into traffic without yielding. unit 1 attempted to swerve to avoid unit 2. unit 2 struck the front passenger side quarter panel and front door of unit 1. unit 1 had minor damage to the passenger side quarter panel and minor damage to the passenger side front door. the operator of unit 2 was ejected off the bicycle. unit 2 had disabling damage to the front tire. the operator of unit 2 was taken to metro hospital for a possible serious head injury., near yielding swerve avoid quarter panel door quarter panel door eject disable tire take metro possible 
1222,213105231,20213105231,https://hsip.dot.state.oh.us/api/report/20213105231,2021,6/1/2021 0:00,6,MFRAMR04240**C,M,FRA,0.163,40.020672,-82.866383,29106,19234.0,6/16/2021 0:00,Minor injury suspected,Pedalcycles,4,N,,N,N,Other principal arterial roads,13,0,,,,N,0.163,MFRAMR04240**C,N,Daylight,21GAH-12460-AC,4,6,N,1,1,2,GAHANNA,Four-way intersection,S,N,Y,4.0,N,0.127,MR,N,,N,GAHANNA,N,,,N,HAMILTON,RD,,,,,N,,,CARPENTER,1,,,,RD,N,Y,N,0,,N,,0,Dry,Straight level,,156196.0,N,0.163,72,Y,Failure to yield,East,South,,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,35,Making leftturn,Pedalcycle,,,,,,None,Signal,Left turn,Sport utility vehicle,10,8.0,1,4.0,3.0,1.0,M,1.0,2,,1.0,20,,,,,,,2.0,NT,26,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213105231,"unit 1 was stopped at a red traffic signal leaving the shopping center on hamilton rd, s/o carpenter rd. when the light turned to green, unit 1 proceeded to turn left out of the shopping center when it struck bicycle 1, which was crossing hamilton rd from west to east, within a marked crosswalk. the bicyclist was thrown clear of the bicycle and sustained a minor injury to his arm. the bicycle sustained bent wheels. unit 1 sustained scratches and a punctured tire. unit 1 was cited for fail to yield.", shopping center o proceed shopping center mark throw sustain arm sustain bent wheel sustain scratch puncture tire 
1224,213154063,20213154063,https://hsip.dot.state.oh.us/api/report/20213154063,2021,8/1/2021 0:00,2,CLUCCR01980**C,C,LUC,6.003,41.618555,-83.578134,77000,87868.0,8/21/2021 0:00,Property damage only,Pedalcycles,7,N,,N,N,Minor arterial roads,16,0,,fc54d8e1-561a-4594-8d29-096b16f1ade1,8270e9c4-d8bd-4954-b977-a007d75cdd74,N,6.003,CLUCCR01980**C,N,Daylight,2.10821E+13,4,8,,2,0,2,TOLEDO,Not an intersection,,N,Y,4.0,N,0.0,MR,N,,N,TOLEDO,N,,,,BROADWAY,ST,,,,,N,,,RADCLIFFE,1,,,,DR,N,N,N,0,,N,,0,Dry,Straight level,,39243.0,N,6.003,47,Y,Failure to yield,East,West,,F,N,N,N,Data not valid or not provided,2,Nothing struck,2,0,25,Straight ahead,Pedalcycle,,,,,,None,Stop sign,No turn,Sport utility vehicle,0,53.0,16,2.0,1.0,1.0,F,1.0,1,35.0,1.0,99,,,,,,1.0,6.0,NT,26,,,,,,,,,,,,,,1,Clear,,Non_WZ_Non_CMV,2021/pdf/213154063,"unit 1 was traveling northbound on broadway on a bicycle and unit 2 was traveling on radcliffe approaching broadway. unit 1 began crossing through the intersection, when unit 2 failed to verify the intersection was clear and struck unit 1 causing a one vehicle accident.no parties claimed injury while this unit was on scene and denied medical.unit 2 stated she did not see unit 1 crossing when she tried to proceed through the intersection.unit 1 stated she was riding on the sidewalk (against traffic)prior to getting struck. once in the intersection and noticed unit 2 was not stopping she tried putting on her brakes which failed. both parties were then cited and advised of future court dateunit 1 citation #1jm8jqkunit 2 citation #zvlkkvnote: this unit was projecting walbridge when flagged down", radcliffe verify no party deny try proceed prior getting notice try put brake party advise future zvlkkvnote project walbridge flag
1226,213125140,20213125140,https://hsip.dot.state.oh.us/api/report/20213125140,2021,7/1/2021 0:00,12,SCUYSR00254**C,S,CUY,2.456,41.466809,-81.924545,83622,17668.0,7/15/2021 0:00,Property damage only,Pedalcycles,5,N,Two-way roadway,N,N,Minor arterial roads,18,0,,,,N,2.456,SCUYSR00254**C,N,Daylight,2116055,4,7,,1,0,2,WESTLAKE,Not an intersection,,N,Y,4.0,N,0.0,,N,27402,N,WESTLAKE,N,,,,,,254,,,,N,,,,3,,,,,N,N,N,0,,N,3.0,0,Dry,Straight grade,,158580.0,N,11.275,31,N,None,South,North,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,35,Entering traffic lane,Pedalcycle,,,,,,None,No control,No turn,Sport utility vehicle,1,,1,3.0,4.0,,,8.0,2,35.0,12.0,20,,,,,,,6.0,NT,26,5.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2021/pdf/213125140,"unit #1 was pulling out of an apartment driveway, on the south side of sr254. unit #2, a child on a bicycle, was traveling westbound on the south sidewalk on sr254. there was a large mound east of the exit to the apartment, which prevented unit #1 from seeing unit #2. unit #1 began to exit onto sr254 and struck unit #2, causing him to fall. there were no injuries.", apartment child large apartment prevent see fall 
1227,213107952,20213107952,https://hsip.dot.state.oh.us/api/report/20213107952,2021,6/1/2021 0:00,12,CCUYCR00072**C,C,CUY,3.25,41.402461,-81.595614,29428,17668.0,6/13/2021 0:00,Minor injury suspected,Pedalcycles,1,N,,N,N,Minor arterial roads,13,0,,e1fbd6b3-52a5-4643-a0fb-7535a0689e43,0b31998b-6955-460b-9d87-0f38854eb67c,N,3.25,CCUYCR00072**C,N,Daylight,20211607,4,6,,1,1,2,GARFIELD HEIGHTS,Not an intersection,,N,N,4.0,N,0.0,MR,Y,,N,GARFIELD HEIGHTS,N,,,,TURNEY,RD,,,,,N,,,HAVANA,1,,,,RD,N,N,N,0,,N,,0,Dry,Straight level,,16639.0,N,3.25,19,Y,Failure to yield,South,North,,M,N,N,N,Intersection ? marked crosswalk,1,Nothing struck,2,2,35,Straight ahead,Motor vehicle in transport,Overturn/rollover,,,,,None,No control,No turn,Bicycle,0,16.0,1,4.0,3.0,1.0,F,,1,25.0,11.0,15,,,,,,1.0,6.0,NT,3,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213107952,"unit # 1 was eastbound on havana rd attempting to proceed onto turney rd, from a stop. unit #2 (a cyclist) was northbound on turney attempting to crossover havana, as it road on the sidewalk, when it failed to stop prior to proceeding and struck unit # 1. unit # 2 then overturned, causing the cyclist to be partially ejected.", havana proceed turney turney crossover havana prior proceed partially eject 
1229,213155410,20213155410,https://hsip.dot.state.oh.us/api/report/20213155410,2021,8/1/2021 0:00,6,MFRAMR01687**C,M,FRA,0.143,40.015974,-82.978574,18000,19234.0,8/23/2021 0:00,Minor injury suspected,Pedalcycles,2,N,,N,N,Local roads,18,0,,2e582e05-9cc6-4212-9a0b-3b130be59fe9,1be68038-efdf-4098-9838-1b43d7331c5e,N,0.143,MFRAMR01687**C,N,Daylight,210633144,4,8,,1,1,2,COLUMBUS,Not an intersection,W,N,N,2.0,N,0.004,MR,N,,N,COLUMBUS,N,,,,Hamilton,AVE,,,,,N,,,Republic,1,,,,AVE,N,N,N,0,,N,,0,Dry,Straight level,,136310.0,N,0.143,0,Y,Other improper action,North,South,Data not valid or not provided,U,N,N,N,Data not valid or not provided,1,Nothing struck,1,9,25,Unknown,Pedalcycle,,,,,,Other / unknown,No control,No turn,Sport utility vehicle,0,32.0,1,2.0,1.0,1.0,M,7.0,2,25.0,1.0,20,,,,,,,6.0,NT,26,3.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213155410,"unit 2 stated he was traveling northbound on hamilton avenue towards republic avenue. unit 2 stated that unit 1 approached unit 2 while traveling southbound on hamilton avenue. unit 2 stated an occupant inside unit 1 threw a bottle at him, and then veered towards him in the opposite direction, subsequently striking him. this caused unit 2 to project off his bicycle. unit 2 stated that unit 1 then fled the scene. witness 1 corroborated unit 2's account of events, and added that he observed unit1 reapproach the area from the east side of republic avenue, slowed down for a moment, and fled the area possibly northbound on ontario street. unit 2 is not aware of he was struck by unit 1 intentinoally or by accident.", republic occupant inside throw bottle veer opposite subsequently project corroborate account event add reapproach republic moment possibly ontario aware intentinoally 
1230,213140716,20213140716,https://hsip.dot.state.oh.us/api/report/20213140716,2021,8/1/2021 0:00,6,SDELSR00037**C,S,DEL,9.061,40.306445,-83.090463,21434,19234.0,8/4/2021 0:00,Property damage only,Pedalcycles,4,Y,Two-way roadway,N,N,Minor arterial roads,7,0,,088c7a19-0a1c-4760-9308-d9b2993d192f,1ae3b1a6-c051-4cde-a8dd-9696e87107ba,N,9.061,SDELSR00037**C,N,Daylight,CR21-419,4,8,,2,0,2,DELAWARE,T-intersection,,N,Y,2.0,N,0.0,CR,N,,N,DELAWARE,N,,,W,CENTRAL,AVE,37,SR,,,N,,,TROY,1,,,,RD,N,N,N,0,,N,3.0,0,Dry,Straight level,,296027.0,N,69.577,0,Y,Failure to yield,North,West,Other / unknown,U,N,N,N,Data not valid or not provided,1,Nothing struck,1,0,35,Making righturn,Pedalcycle,,,,,,None,Signal,Right turn,Sport utility vehicle,10,31.0,1,4.0,3.0,2.0,M,1.0,2,35.0,1.0,20,,,,,,1.0,2.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213140716,unit #1 was traveling southbound on troy road and was going to make a right turn westbound on west central avenue. unit #2 was riding his bicycle eastbound on the sidewalk on the north side of west central avenue. unit #1 had a red light which means unit #2 would have had the signal to cross the street. as unit #2 was crossing unit #1 struck unit #2 in the side. the operator's of both units has a discussion in the mcdonald's parking lot but didn't exchange information prior to going their separate ways. i viewed the surveillance video from grady memorial hospital to obtain much of this information but was unable to obtain the license plate off of unit #1., go central central discussion mcdonald exchange prior go separate view surveillance video obtain unable obtain license plate 
1231,213156243,20213156243,https://hsip.dot.state.oh.us/api/report/20213156243,2021,8/1/2021 0:00,6,CFRACR00075**C,C,FRA,5.27,40.095171,-82.950321,18000,19234.0,8/21/2021 0:00,Serious injury suspected,Pedalcycles,7,N,,N,N,Other principal arterial roads,23,1,,,,N,5.27,CFRACR00075**C,N,Dark - roadway not lighted,210628013,4,8,N,1,0,2,COLUMBUS,Not an intersection,S,N,N,4.0,N,0.071,,N,,N,COLUMBUS,N,,,,CLEVELAND,AVE,,,,,N,,,BELLA VIADUCT,1,,,,AVE,N,N,N,0,,N,,0,Dry,Straight level,,53598.0,N,5.27,51,Y,Operating deffective equipment,South,North,,M,N,N,N,Shoulder / roadside,4,Nothing struck,1,2,35,Straight ahead,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,0,40.0,1,2.0,1.0,1.0,F,,2,35.0,1.0,15,,,,,,1.0,6.0,NT,3,35.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213156243,"on the above listed date and time, officers responded to a report of an accident involving a bicyclist and a motor vehicle. upon artrival, reporting officer spoke with unit 2 driver who stated she was traveling northbound on cleveland ave when she struck unit 1. she stated she did not see unit 1 when she struck him. unit 1 operator was taken to riverside methodist hospital by cfd medic 24 in critical condition. officers exsausted all attempts to identify unit 1 by using mugshot, rapidid and were unable to identify unit 1. unit 1 is listed in report as """"john doe"""" with an unknown date of birth. unit 1 was treated at riverside for multiple injuries such as broken ribs, brain trauma, etc. by dr. rimer. it was determined by officers that unit 1 was in error because the bicycle in use did not have a flashing or steady red light on the rear of the bicycle.",list involve motor artrival speak take methodist medic critical exsauste identify mugshot rapidid unable identify list john doe unknown birth multiple broken rib trauma etc rimer determine error use flash steady 
1233,213169533,20213169533,https://hsip.dot.state.oh.us/api/report/20213169533,2021,8/1/2021 0:00,8,MGREMR01519**C,M,GRE,0.268,39.695951,-83.927916,86772,22528.0,8/10/2021 0:00,Minor injury suspected,Pedalcycles,3,N,,N,N,Local roads,15,0,,86721e9d-b66d-46d7-b566-2b02323c78c0,393b8d94-9deb-4133-a7a5-947307b0216f,N,0.268,MGREMR01519**C,N,Daylight,2021-00015088,4,8,,2,1,2,XENIA,Not an intersection,,N,Y,2.0,N,0.0,MR,N,,N,XENIA,N,,,E,ANKENEY MILL,RD,,,,,N,,E,Ankeney Mill,1,,,,RD,N,N,N,0,,N,,0,Dry,Straight grade,,111239.0,N,0.268,13,Y,Failure to yield,West,South,,M,N,N,N,Travel lane ? other location,2,Nothing struck,1,2,25,Other non-motorist,Motor vehicle in transport,,,,,,None,No control,Right turn,Bicycle,15,37.0,1,4.0,3.0,1.0,M,,2,25.0,1.0,15,,,,,,1.0,6.0,NT,3,15.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2021/pdf/213169533,"unit # 1 was traveling east bound on east ankeney mill rd just before the miami scenic bike trail, on the wrong side of the road. unit #2 was traveling east bound on e ankeney mill rd approaching the miami scenic bike trail. unit #1 failed to yield to unit #2 while crossing over east ankeney mill rd south bound to go south bound on the bike trail and collided into the side of unit #2.", ankeney mill scenic trail wrong ankeney mill scenic trail ankeney mill trail 
1234,213157970,20213157970,https://hsip.dot.state.oh.us/api/report/20213157970,2021,6/1/2021 0:00,4,MSUMMR01682**C,M,SUM,0.921,41.052289,-81.557368,1000,766.0,6/25/2021 0:00,Minor injury suspected,Pedalcycles,6,N,,N,N,Local roads,21,0,,51461833-0362-4670-a3b8-e9d7100aae7e,3b28e7cd-8bf2-4090-b0b7-6d31e0db480f,N,0.921,MSUMMR01682**C,N,Daylight,2021-00079982,4,6,,1,1,2,AKRON,T-intersection,,N,Y,2.0,N,0.0,MR,N,,N,AKRON,N,,,,13TH,ST,,,,,N,,,WITNER,1,,,,AVE,N,Y,N,0,,N,,0,Wet,Straight level,,72699.0,N,0.921,69,Y,Improper turn,South,West,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,25,Making leftturn,Pedalcycle,,,,,,None,No control,Left turn,Sport utility vehicle,10,14.0,1,1.0,2.0,1.0,F,3.0,2,25.0,20.0,20,,,,,,,6.0,NT,26,10.0,,,,,,,,,,,,,0,Rain,,Non_WZ_Non_CMV,2021/pdf/213157970,"unit #1 was north on 13th st sw, making a left west turn onto witner ave. unit #2 was motor bike, south on 13th st sw. unit #1 attempted to make a left west turn onto witner ave and struck unit #2. unit #1 was cited for left turn into approaching traffic. unit #2 was cited for mini bike on a city street. unit #2 would not go into the report as a unit without a license plate. unit #2 was a red ssr 70cc motorbike, vin:l6jygjl35kc100651", witner motor witner mini license plate ssr cc motorbike vin l
1236,213158414,20213158414,https://hsip.dot.state.oh.us/api/report/20213158414,2021,8/1/2021 0:00,6,MFRAMR04281**C,M,FRA,1.233,39.954437,-83.064318,18000,19234.0,8/27/2021 0:00,Minor injury suspected,Pedalcycles,6,N,,N,N,Local roads,12,0,,4e21c512-d5cd-40f2-bc67-5e4bcb91014b,16de69a6-ff33-48a4-a989-0c46f48e92d2,N,1.233,MFRAMR04281**C,N,Daylight,210644481,4,8,,1,1,2,COLUMBUS,T-intersection,,N,Y,2.0,N,0.0,MR,N,,N,COLUMBUS,N,,,S,Wayne,AVE,,,,,N,,,Apple,1,,,,ST,N,N,N,0,,N,,0,Dry,Straight level,,153733.0,N,1.233,0,Y,Failure to yield,East,West,Data not valid or not provided,F,N,N,N,Intersection ? other,2,Nothing struck,1,2,25,Straight ahead,Motor vehicle in transport,,,,,,None,Stop sign,No turn,Bicycle,15,56.0,1,1.0,2.0,1.0,F,,2,25.0,11.0,15,,,,,,1.0,6.0,NT,3,0.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213158414,"unit # 2 was s/b s wayne ave at apple st. unit # 1, a bicycle, was w/b apple st at s wayne ave. unit # 1 failed to stop at the posted stop sign. the driver of unit # 2 observed unit # 1 and stopped her car prior to unit # 1 striking the front of unit # 2. the operator of unit # 1 hit the hood of unit # 2, causing damage to both units. the operator of unit # 1 was treated at scene by cfd engine 17. the operator of unit # 1 walked away from the scene prior to reporting officer's arrival.", apple apple post prior engine walk away prior 
