,Unnamed: 0,OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,CRASH_MONTH_YEAR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,AREA_CODE,CRASH_DATE,CRASH_SEVERITY_CD,CRASH_TYPE_CD,DAY_IN_WEEK_CD,DISTRACTED_DRIVER_IND,FACILITY_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,FREEWAY_IND,FUNCTIONAL_CLASS_CD,HOUR_OF_CRASH,INCAPAC_INJURIES_NBR,INTERCHANGE_ID,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERSTATE_IND,INV_LOG_NBR,INV_NLFID,IS_COMMERCIAL_RELATED,LIGHT_COND_PRIMARY_CD,LOCAL_REPORT_NUMBER_ID,MAINTENANCE_AUTHORITY_CD,MONTH_OF_CRASH,NHS_CD,NO_INJURY_REPORTED_NBR,NON_INCAPAC_INJURIES_NBR,NUMBER_OF_UNITS_NBR,ODOT_CITY_VILLAGE_TWP_NME,ODOT_CRASH_LOCATION_CD,ODOT_DIR_FROM_REF_CD,ODOT_DIV_UNDIV_IND,ODOT_INTERSECTION_REL_IND,ODOT_LANES_NBR,ODOT_MAINTAINED_HWY_IND,ODOT_MILES_FROM_REF_NBR,ODOT_REF_ROUTE_PREFIX_CD,ODOT_YOUNG_DRIVER_IND,ODPS_ADDRESS_REFERENCE,ODPS_ALCOHOL_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_DRUG_IND,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_LOC_ROAD_DIRECTION_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_MILEPOST_REFERENCE,ODPS_MOTORCYCLE_IND,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_POINT_USED_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_REF_SUFFIX_CD,ODPS_SCHOOL_ZONE_IND,ODPS_SENIOR_DRIVER_IND,ODPS_SPEED_IND,ODPS_TOTAL_FATALITIES_NBR,ODPS_TYPE_OF_WORK_ZONE_CD,ODPS_WORK_ZONE_IND,OPER_ACCESS_CONTROL_CD,POSSIBLE_INJURIES_NBR,ROAD_COND_PRIMARY_CD,ROAD_CONTOUR_CD,SA_RAMP_ID,SA_SEGMENT_ID,SECONDARY_CRASH,STATE_TRUE_LOG_NBR,U1_AGE_NBR,U1_AT_FAULT_IND,U1_CONT_CIR_PRIMARY_CD,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_DISTRACTED_BY_1_CD,U1_GENDER_CD,U1_IS_ALCOHOL_SUSPECTED,U1_IS_MARIJUANA_SUSPECTED,U1_IS_OTHER_DRUG_SUSPECTED,U1_NON_MOTORIST_LOC_CD,U1_NUMBER_OF_THRU_LANES,U1_OBJECT_STRUCK,U1_ODPS_UNIT_NBR,U1_OPERATINGIN_AUTONOMOUS_MODE,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_SPECIAL_FUNCTION_CD,U1_TRAFFIC_CONTROL_CD,U1_TURN_CD,U1_TYPE_OF_UNIT_CD,U1_UNIT_SPEED_NBR,U2_AGE_NBR,U2_CONT_CIR_PRIMARY_CD,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_DISTRACTED_BY_1_CD,U2_GENDER_CD,U2_NON_MOTORIST_LOC_CD,U2_ODPS_UNIT_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_SPECIAL_FUNCTION_CD,U2_TRAFFIC_CONTROL_CD,U2_TURN_CD,U2_TYPE_OF_UNIT_CD,U2_UNIT_SPEED_NBR,U3_CONT_CIR_PRIMARY_CD,U3_ODPS_UNIT_NBR,U3_PRECRASH_ACTION_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,U3_SPECIAL_FUNCTION_CD,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,UNRESTRAIN_OCCUPANTS,WEATHER_COND_CD,V1,Filter,fileNames,Narrative,clean_Narrative,Topic,Topic_num
622,1285,216108116,20216108116,https://hsip.dot.state.oh.us/api/report/20216108116,2021,6/1/2021 0:00,9,MPIKMR00079**C,M,PIK,0.243,39.12133,-82.992726,81942,99801.0,6/19/2021 0:00,Minor injury suspected,Pedalcycles,7,N,,N,N,Local roads,14,0,,,,N,0.243,MPIKMR00079**C,N,Daylight,21-085,4,6,,1,1,2,WAVERLY CITY,Not an intersection,S,N,Y,2.0,N,0.002,,Y,,N,WAVERLY CITY,N,,,N,JAMES,RD,,,,,N,,E,EMMITT,1,,,,AVE,N,N,N,0,,N,,0,Dry,Straight level,,94017.0,N,0.243,32,Y,Failure to yield,East,West,,M,N,N,N,Sidewalk,2,Nothing struck,2,2,35,Entering traffic lane,Pedalcycle,,,,,,None,Stop sign,No turn,Bicycle,1,17.0,1,2.0,4.0,1.0,M,,1,25.0,6.0,99,,,,,,1.0,4.0,LT,3,1.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2021/pdf/216108116,unit #1 was traveling north on james road. unit #2 was traveling west on the sidewalk of east emmitt avenue. unit #2 failed to yield to oncoming traffic and was struck by unit #1. unit #2 was found at fault., travel road travel sidewalk avenue fail yield oncoming traffic strike find fault ,Road Travel Fails,Road Travel Fails
631,1294,216130014,20216130014,https://hsip.dot.state.oh.us/api/report/20216130014,2021,7/1/2021 0:00,4,CSTACR00086**C,C,STA,5.04,40.873515,-81.305928,55944,13375.0,7/21/2021 0:00,Serious injury suspected,Pedalcycles,4,N,,N,N,Minor arterial roads,16,1,,ee7fff20-f512-445b-8b57-d6e5dec0101d,4639e31b-c666-4985-888e-2227ad3d9829,N,5.04,CSTACR00086**C,N,Daylight,21-34469,2,7,,1,0,2,NIMISHILLEN TOWNSHIP,Four-way intersection,,N,Y,2.0,N,0.0,TR,N,,N,PLAIN TOWNSHIP,N,,,,EASTON,ST,,,,,N,,,BENTLER,1,,,,AVE,N,N,Y,0,,N,,0,Dry,Straight level,,24697.0,N,5.04,14,Y,Ran stop sign,North,South,,M,N,N,N,Intersection ? other,2,Traffic sign post,1,2,40,Straight ahead,Motor vehicle in transport,Overturn/rollover,Ditch,Traffic sign post,,,None,Stop sign,No turn,Bicycle,0,36.0,1,4.0,3.0,1.0,F,,2,40.0,1.0,15,44.0,,,,,1.0,6.0,NT,3,45.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/216130014,unit one was traveling south on bentler ave ne. when he approached the stop sign located at the intersection of bentler ave ne and easton st ne he failed to stop and was struck by unit two who was traveling east on easton st ne. unit two then went into a ditch., travel bentler ave ne approach stop sign locate intersection bentler ave ne st ne fail stop strike travel st ne go ditch ,traffic fails at intersections,traffic fails at intersections
636,1299,216141093,20216141093,https://hsip.dot.state.oh.us/api/report/20216141093,2021,8/1/2021 0:00,12,CCUYCR00232**C,C,CUY,3.598,41.485609,-81.789466,41664,17668.0,8/5/2021 0:00,Serious injury suspected,Pedalcycles,5,N,,N,N,Major collector roads,21,1,,2e2ae5e7-d321-4d5e-9436-bc1db038c8de,2c28725c-ce64-4749-989b-87b5f9b3d997,N,3.598,CCUYCR00232**C,N,Dark - lighted roadway,21-002385,4,8,,1,0,2,LAKEWOOD,Four-way intersection,,N,Y,4.0,N,0.0,US,Y,,N,LAKEWOOD,N,,,,BUNTS,RD,,,,,N,,,,1,6,US,A,,N,N,N,0,,N,,0,Dry,Straight level,,29396.0,N,3.598,54,Y,Failure to yield,West,North,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,25,Making leftturn,Pedalcycle,,,,,,None,Signal,Left turn,Sport utility vehicle,15,21.0,1,4.0,3.0,1.0,F,1.0,2,,1.0,20,43.0,,,,,1.0,2.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/216141093,"unit #1 was traveling east on us-6a (detroit ave.) and turned left (north) onto bunts rd. unit #2 was legally crossing bunts rd., in the crosswalk on a crossing signal, and was struck by unit #1.", travel usa turn leave bunt rd legally cross bunt rd crosswalk crossing signal strike ,Crossing Accidents ,Crossing Accidents 
637,1300,216141242,20216141242,https://hsip.dot.state.oh.us/api/report/20216141242,2021,8/1/2021 0:00,5,MFAIMR00525**C,M,FAI,0.004,39.7162,-82.601796,41720,99741.0,8/4/2021 0:00,Minor injury suspected,Pedalcycles,4,N,,N,N,Local roads,13,0,,329c3127-104f-4420-b0fb-76dcf3e4c6bc,08fa4f4c-25df-4db6-b6a0-0f45c2c5dfc4,N,0.004,MFAIMR00525**C,N,Daylight,21-04651,4,8,,0,2,2,LANCASTER,Not an intersection,,N,Y,2.0,N,0.0,MR,N,,N,LANCASTER,N,,,N,Broad,ST,,,,,N,,W,Mulberry,1,,,,ST,N,Y,N,0,,N,,0,Dry,Straight level,,309483.0,N,0.004,68,Y,Other improper action,South,North,,M,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,25,Straight ahead,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,5,60.0,1,4.0,3.0,1.0,M,,2,25.0,1.0,15,,,,,,1.0,2.0,NT,3,0.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/216141242,unit 2 was on west mulberry street stopped at the intersection of north broad street. unit 2 was then struck by unit 1 on the passenger side fender. unit 1 was north bound on the sidewalk riding an electric bicycle. unit 1 left the sidewalk entered the crosswalk and struck unit 2., mulberry stop intersection broad street strike passenger fender bind sidewalk ride electric bicycle leave sidewalk enter crosswalk strike , Bicycle Strikes on Roads , Bicycle Strikes on Roads 
639,1302,216142906,20216142906,https://hsip.dot.state.oh.us/api/report/20216142906,2021,8/1/2021 0:00,11,SHOLSR00241**C,S,HOL,7.799,40.62392,-81.809505,70156,99999.0,8/4/2021 0:00,Injury possible,Pedalcycles,4,N,Two-way roadway,N,N,Major collector roads,16,0,,e952cfbf-06c7-4156-b530-a31f9ab72ffc,c5993619-f645-4098-8d43-786bfb1d5c3a,N,7.799,SHOLSR00241**C,N,Daylight,21HC02966,1,8,,1,0,2,SALT CREEK TOWNSHIP,Not an intersection,,N,Y,2.0,Y,0.0,CR,Y,,N,SALT CREEK TOWNSHIP,N,,,,,,241,SR,,,N,,,,1,235,CR,,,N,N,N,0,,N,3.0,1,Dry,Curve grade,,297751.0,N,7.799,23,Y,Failure to yield,North,East,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,55,Making leftturn,Pedalcycle,,,,,,None,Stop sign,Left turn,Sport utility vehicle,0,16.0,1,3.0,8.0,1.0,M,5.0,2,55.0,1.0,20,,,,,,,6.0,LT,26,35.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/216142906,uni 1 was facing southbound on cr 235 at the stop sign waiting for an eastsbound truck making a left turn onto cr 235. after the truck turned onto cr 235 unit1 began to turn eastbound onto sr 241 and stated that she didnt see the unit 2 going west on sr 241 and was struck by unit 2. the rider of unit 2 stated he was wearing a reflective vest and helmet however the driver of unit 1 stated he was only wearing a helmet. the rider of unit 2 did have a yellow vest with him but was not wearing it when i arrived. the rider of unit 2 also had minor injuries to his lips but was not transported from the scene. both vehicles were moved prior to arrival.,uni face southbound cr stop sign wait eastsbound truck make left turn cr truck turn cr unit begin turn eastbound sr state nt go sr strike state wear reflective helmet state wear helmet yellow wearing arrive injury lip transport scene vehicle move prior arrival ,Bicycle Accident Cases,Bicycle Accident Cases
640,1303,216142911,20216142911,https://hsip.dot.state.oh.us/api/report/20216142911,2021,8/1/2021 0:00,11,SHOLSR00039**C,S,HOL,26.846,40.546135,-81.751374,80626,99999.0,8/3/2021 0:00,Minor injury suspected,Pedalcycles,3,N,Two-way roadway,N,N,Minor arterial roads,16,0,,25f706b1-1b97-4d75-bdc4-e3ad0be6dcd8,9d753d7b-a71e-41fe-b1c4-d8f2131530f7,N,26.846,SHOLSR00039**C,N,Daylight,21HC02949,1,8,,2,1,2,WALNUT CREEK TOWNSHIP,Not an intersection,,N,N,2.0,Y,0.0,TR,N,,N,WALNUT CREEK TOWNSHIP,N,,,,,,39,SR,,,N,,,,1,401,TR,,,N,N,Y,0,,N,3.0,0,Dry,Straight level,,296083.0,N,71.721,30,Y,Unsafe speed,East,West,,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,5,Slowing or stopped in traffic,Pedalcycle,,,,,,None,No control,No turn,Sport utility vehicle,50,29.0,1,3.0,4.0,1.0,F,6.0,2,50.0,1.0,20,,,,,,1.0,6.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/216142911,"unit 1 was west on state route 39. unit 2 was west on state route 39 on the shoulder lane. unit 1 driver states that a car was stopped in front of him making a left turn. unit 1 avoided hitting the rear of the car and turned right, striking unit 2. unit 2 was an e-bike. unit 2 operator fell off the bike and had minor injury. unit 2 operator was transported to the hospital.", state route state route shoulder lane state car stop make left turn avoid hit rear car turn right strike e bike operator fall bike injury operator transport hospital ,Bicycle Accident Cases,Bicycle Accident Cases
643,1308,213150856,20213150856,https://hsip.dot.state.oh.us/api/report/20213150856,2021,6/1/2021 0:00,4,MSUMMR01035**C,M,SUM,0.479,41.05448,-81.504807,1000,766.0,6/14/2021 0:00,Minor injury suspected,Pedalcycles,2,N,,N,N,Local roads,0,0,,700553e7-62b1-4412-b93a-0508bc943300,d35b1a27-882f-405b-9eac-cb378c67fcc8,N,0.479,MSUMMR01035**C,N,Daylight,2021-00074262,4,6,,1,1,2,AKRON,Not an intersection,,N,N,2.0,N,0.0,CR,N,,N,AKRON,N,,,S,LN,HWY,,,,,N,,,COVENTRY,1,,,,ST,N,Y,N,0,,N,,0,Dry,Straight level,,129807.0,N,0.479,7,Y,Improper crossing,East,West,Other / unknown,M,N,N,N,Travel lane ? other location,2,Nothing struck,2,2,25,Entering traffic lane,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,0,66.0,1,2.0,1.0,1.0,M,,1,25.0,1.0,15,,,,,,1.0,6.0,NT,3,1.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213150856,unit #1 was north on coventry st. unit #2 was a juvenile riding a bicycle. unit #2 left a driveway access into the road and struck unit #1., coventry st juvenile ride bicycle leave driveway access road strike , Bicycle Strikes on Roads , Bicycle Strikes on Roads 
644,1310,213225387,20213225387,https://hsip.dot.state.oh.us/api/report/20213225387,2021,11/1/2021 0:00,4,SMAHSR00170**C,S,MAH,12.905,41.060663,-80.62319,88000,97831.0,11/16/2021 0:00,Minor injury suspected,Pedalcycles,3,N,Two-way roadway,N,N,Minor arterial roads,14,0,,8ff29bd2-05c2-4666-acb7-fbb73a59a8de,792fd37d-914c-4d4c-99c5-ddbba842cf8d,N,12.905,SMAHSR00170**C,N,Daylight,21Y050630,4,11,,1,1,2,YOUNGSTOWN,T-intersection,W,N,Y,4.0,N,0.057,,N,1733,N,YOUNGSTOWN,N,,,E,MIDLOTHIAN,BLVD,,,,,N,,,1733RD,3,,,,,N,Y,N,0,,N,3.0,0,Wet,Straight level,,328732.0,N,33.175,56,Y,Wrong way,West,East,,M,N,N,N,Shoulder / roadside,2,Nothing struck,2,2,35,Straight ahead,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,0,71.0,99,1.0,4.0,9.0,M,,1,35.0,5.0,15,,,,,,1.0,4.0,RT,3,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213225387,unit 1 attempting to making a wb turn onto e midlothian while unit 2 traveling wrong direction in wb lane. unit 1 failed to see unit 2 traveling on wrong side of roadway while executing turn struck unit 2, attempt making wb turn e midlothian travel wrong direction wb lane fail travel wrong roadway execute turn strike ,Road Travel Fails,Road Travel Fails
646,1313,213163451,20213163451,https://hsip.dot.state.oh.us/api/report/20213163451,2021,9/1/2021 0:00,4,MTRUMR00652**C,M,TRU,0.095,41.187334,-80.760327,55916,97831.0,9/2/2021 0:00,Injury possible,Pedalcycles,5,N,,N,N,Local roads,14,0,,,,N,0.095,MTRUMR00652**C,N,Daylight,21-01744,4,9,,1,0,2,NILES,Not an intersection,,N,Y,2.0,N,0.0,,Y,,N,NILES,N,,,,GEORGE ROWLANDS,DR,,,,,N,,E,FEDERAL,1,,,,ST,N,N,N,0,,N,,1,Dry,Straight level,,105738.0,N,0.095,17,N,Not discernible,North,East,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,25,Making leftturn,Pedalcycle,,,,,,None,Stop sign,Left turn,Sport utility vehicle,5,15.0,22,3.0,4.0,1.0,,1.0,2,,1.0,15,,,,,,1.0,6.0,NT,26,0.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213163451,unit #1 traveling south on george rowland and stopped at the stop sign at federal st. proceeded into the intersection to turn left onto e. federal st. striking unit #2 crossing the street on her bicycle. unit #1 stated she did not see the bicycle. the operator of unit #2 stated that she tried to stop but her brakes on the bike failed., travel stop stop sign federal st proceed intersection turn leave e federal st strike crossing bicycle state bicycle operator state try stop brake bike fail ,Bicycle Accident Cases,Bicycle Accident Cases
649,1316,213205633,20213205633,https://hsip.dot.state.oh.us/api/report/20213205633,2021,10/1/2021 0:00,6,MFRAMR01806**C,M,FRA,0.762,39.944982,-83.0673,18000,19234.0,10/25/2021 0:00,Minor injury suspected,Pedalcycles,2,N,,N,N,Local roads,19,0,,81daf001-79b2-4c5a-9163-3f6078a6a58d,5758d730-bfec-4f5d-911f-9fabc9c6faff,N,0.762,MFRAMR01806**C,N,Dark - lighted roadway,210813992,4,10,,1,1,2,COLUMBUS,Not an intersection,W,N,N,2.0,N,0.006,MR,N,,N,COLUMBUS,N,,,,Sullivant,AVE,,,,,N,,S,Richardson,1,,,,AVE,N,N,N,0,,N,,0,Wet,Straight level,,72905.0,N,0.762,0,Y,Not discernible,East,West,Other / unknown,U,N,N,N,Data not valid or not provided,3,Nothing struck,1,2,35,Straight ahead,Pedalcycle,,,,,,None,No control,No turn,Sport utility vehicle,0,54.0,1,3.0,4.0,1.0,M,6.0,2,35.0,20.0,20,,,,,,1.0,6.0,NT,26,5.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2021/pdf/213205633,"unit 1 was traveling westbound on sullivant ave. unit 2 was traveling westbound on sullivant ave. unit 1 struck unit 2 on the side while passing by. the rider of unit 2 stated that he blieved that the mirror was what had hit him. unit 1 did not stop. the rider of unit 2 was treated on scene by columbus dicision of fire medic 12 but was not transported. a few bystanders stated that they only saw a black suv speed off, but nothing else. the bystanders stated that the building they were using had cameras and that they would attempt to obtain access from the owner. officers gave the bystanders the number to accident investigations in the chance they obtain the video footage.", travel westbound sullivant ave travel westbound sullivant ave strike pass state blieved mirror hit stop treat scene dicision fire medic transport bystander state see suv bystander state build camera attempt obtain access owner officer give bystander accident investigation obtain video footage ,Bicycle Accident Cases,Bicycle Accident Cases
650,1317,213194903,20213194903,https://hsip.dot.state.oh.us/api/report/20213194903,2021,10/1/2021 0:00,12,MCUYMR13057**C,M,CUY,0.157,41.326768,-81.86688,75098,17668.0,10/14/2021 0:00,Minor injury suspected,Pedalcycles,5,N,,N,N,Local roads,21,0,,,,N,0.157,MCUYMR13057**C,N,Dark - roadway not lighted,21104223,4,10,,1,1,2,STRONGSVILLE,Not an intersection,,N,N,2.0,N,0.0,,N,22212,N,STRONGSVILLE,N,,,,HORSESHOE,LN,,,,,N,,,22212TH,3,,,,,N,N,N,0,,N,,0,Dry,Curve level,,163793.0,N,0.157,57,Y,Failure to yield,South,West,Other / unknown,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,25,Making leftturn,Pedalcycle,,,,,,None,No control,Left turn,Sport utility vehicle,10,63.0,1,4.0,3.0,1.0,F,7.0,2,25.0,1.0,20,,,,,,1.0,6.0,NT,26,8.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213194903,unit 1 was operating around the curve on horseshoe lane (north to west). unit 2 (bicycle) was eastbound on horseshoe approaching the driveway at 22212. unit 1 turned into the driveway at 22212 and struck unit 2 as it continued eastbound in front of driveway., operating curve horseshoe eastbound horseshoe approach driveway turn driveway strike continue eastbound driveway , Bicycle Strikes on Roads , Bicycle Strikes on Roads 
651,1319,213237535,20213237535,https://hsip.dot.state.oh.us/api/report/20213237535,2021,11/1/2021 0:00,3,TWAYTR00046**C,T,WAY,2.485,40.804891,-81.928785,86548,99785.0,11/29/2021 0:00,Minor injury suspected,Pedalcycles,2,N,,N,N,Other principal arterial roads,16,0,,d07fb08e-5cb8-4b67-af41-aa5cb02c294e,8c5de8c9-5bbd-4d8a-8e33-605c330e6470,N,2.485,TWAYTR00046**C,N,Dawn/dusk,21-71248,4,11,,1,1,2,WOOSTER,T-intersection,E,N,Y,4.0,N,0.009,,N,817,N,WOOSTER,N,,,E,BOWMAN,ST,,,,,N,,,817TH,3,,,,,N,N,N,0,,N,,0,Dry,Straight level,,208452.0,N,2.485,37,Y,Failure to yield,South,North,,F,N,N,N,Data not valid or not provided,1,Nothing struck,2,2,25,Straight ahead,Pedalcycle,,,,,,None,No control,No turn,Sport utility vehicle,0,36.0,1,4.0,3.0,1.0,M,8.0,1,25.0,1.0,20,,,,,,1.0,6.0,NT,26,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213237535,unit 1 was traveling e/b on the sidewalk of e bowman st unit 2 was traveling n/b on the unnamed alley directly east of 817 e bowman st when it struck the right side of unit 1 unit 2 then fled e/b on e bowman st, travel e sidewalk e st travel unnamed directly e st strike right flee e e st,Crossing Accidents ,Crossing Accidents 
665,1339,213180435,20213180435,https://hsip.dot.state.oh.us/api/report/20213180435,2021,9/1/2021 0:00,4,,M,SUM,,41.117563,-81.564442,1000,,9/23/2021 0:00,Minor injury suspected,Pedalcycles,5,N,Two-way roadway,N,N,,19,0,,,,N,,,N,Daylight,2021-00122583,80,9,,2,1,2,AKRON,Four-way intersection,,N,Y,3.0,N,0.0,,Y,470,N,AKRON,N,,,,CASTLE,BLVD,,,,,N,,,,3,,,,,Y,N,N,0,,N,,0,Dry,Straight level,,,N,,17,N,Not discernible,West,South,,M,N,N,N,Data not valid or not provided,3,Nothing struck,1,0,20,Making righturn,Pedalcycle,,,,,,None,Stop sign,Right turn,Sport utility vehicle,5,11.0,22,1.0,2.0,1.0,M,1.0,2,25.0,1.0,20,,,,,,,6.0,NT,26,,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2021/pdf/213180435,"unit #1 was stopped at the stop sign eastbound, leaving the parking lot of 470 castle blvd. unit #2 was a bicycle riding on the sidewalk. unit #2 slowed when he comes up to the driveway of 470 castle blvd. unit #2 continues south as and struck unit #1 as he was making a right south turn onto castle blvd.", stop stop sign eastbound leave parking lot blvd bicycle riding sidewalk slow come driveway blvd continue strike make right turn blvd , Bicycle Strikes on Roads , Bicycle Strikes on Roads 
666,1340,213181237,20213181237,https://hsip.dot.state.oh.us/api/report/20213181237,2021,9/1/2021 0:00,7,SCHPUS00068**C,S,CHP,2.031,40.046568,-83.779305,79086,99999.0,9/6/2021 0:00,Property damage only,Pedalcycles,2,N,Two-way roadway,N,N,Other principal arterial roads,20,0,,,,N,2.031,SCHPUS00068**C,N,Dawn/dusk,21-027400,1,9,N,2,0,2,URBANA TOWNSHIP,Four-way intersection,,N,Y,2.0,Y,0.0,,N,,N,URBANA TOWNSHIP,N,,,,,,68,US,,,N,,,DALLAS,1,,,,RD,N,N,N,0,,N,3.0,0,Dry,Straight level,,316849.0,N,106.868,0,Y,Other improper action,South,North,Other / unknown,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,9,55,Unknown,Pedalcycle,,,,,,Other / unknown,No control,No turn,Sport utility vehicle,0,38.0,16,1.0,2.0,1.0,M,7.0,2,55.0,1.0,20,,,,,,1.0,6.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213181237,unit 1 was traveling north on s. u.s 68. unit 2 was traveling south on s. u.s. 68. unit 1 drove onto the shoulder and struck unit 2. unit 1 continued northbound., travel s us travel s us drive shoulder strike continue northbound ,Road Travel Fails,Road Travel Fails
667,1341,213249747,20213249747,https://hsip.dot.state.oh.us/api/report/20213249747,2021,11/1/2021 0:00,7,TMERTR00142A*C,T,MER,0.54,40.55674,-84.543904,12868,99712.0,11/27/2021 0:00,Injury possible,Pedalcycles,7,N,,N,N,Minor arterial roads,23,0,,,,N,0.54,TMERTR00142A*C,N,Dark - roadway not lighted,21-014707,4,11,,1,0,2,CELINA,Not an intersection,,N,N,2.0,N,0.0,,N,1903,Y,CELINA,N,,,,Havemann,RD,,,,,N,,,1903RD,3,,,,,N,Y,N,0,,N,,1,Dry,Straight level,,216470.0,N,0.54,51,Y,Improper turn,,,,M,Y,N,N,Other / unknown,2,Nothing struck,1,2,35,Making u-turn,Motor vehicle in transport,,,,,,None,No control,U turn,Bicycle,5,73.0,1,3.0,4.0,1.0,M,,2,35.0,1.0,15,,,,,,1.0,6.0,NT,3,25.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2021/pdf/213249747,unit #1 was riding his bicycle west on havemann rd. in the center turn lane near 1903 havemann rd. unit #2 was traveling west in the west bound lane on havemann rd. near 1903. unit #2 advised that unit #1 then attempted to make a u-turn in front of his vehicle from the turn lane. unit #1 struck unit #2 in its driver side mirror and fog light. unit #1 was traveling in the center turn lane without any lights., ride bicycle havemann rd center turn near havemann rd travel bind havemann rd near advise attempt u turn vehicle turn lane strike mirror fog light travel center turn light , Bicycle Strikes on Roads , Bicycle Strikes on Roads 
